"","subjectline"
"3098"," Re: sprint delivers the next big thing??"
"3099"," RE: sprint delivers the next big thing??"
"3100"," RE: sprint delivers the next big thing??"
"3101"," Re: The Curse of India's Socialism"
"3102"," The MIME information you requested (last changed 3154 Feb 14)"
"3103"," Re: The case for spam"
"3104"," Re: the underground software vulnerability marketplace and its"
"3105"," the underground software vulnerability marketplace and its hazards"
"3106"," Introducing iDEFENSE's Vulnerability Contributor Program"
"3107"," buffer overflows"
"3108"," Re: Entrepreneurs"
"3109"," Doom 3"
"3110"," Enlightenment"
"3111"," UCI Creative Writing"
"3112"," Rambus, Man"
"3113"," Re: The Curse of India's Socialism"
"3114"," Re: Entrepreneurs"
"3115"," Re: How unlucky can you get?"
"3116"," Re: A biblical digression"
"3117"," Re: The GOv gets tough on Net Users.....er Pirates.."
"3118"," Re: The GOv gets tough on Net Users.....er Pirates.."
"3119"," Re: Rambus, Man"
"3120"," Re: Rambus, Man"
"3121"," Re: The GOv gets tough on Net Users.....er Pirates.."
"3122"," Gecko adhesion finally sussed."
"3123"," ""A billion here, a billion there..."""
"3124"," Re: The MIME information you requested (last changed 3154 Feb 14)"
"3125"," Re: The MIME information you requested (last changed 3154 Feb 14)"
"3126"," Re: DataPower announces XML-in-silicon"
"3127"," Re: Canadians"
"3128"," Re: Canadians"
"3129"," Re: Java is for kiddies"
"3130"," Re: Canadians"
"3131"," Re: Java is for kiddies"
"3132"," Re: The GOv gets tough on Net Users.....er Pirates.."
"3133"," Re: Java is for kiddies"
"3134"," Re: Java is for kiddies"
"3135"," RE: Gecko adhesion finally sussed."
"3136"," Gecko adhesion finally sussed."
"3137"," Re: Java is for kiddies"
"3138"," Another low probability event"
"3139"," RE: Gecko adhesion finally sussed."
"3140"," Re: Java is for kiddies"
"3141"," RIAA site hacked overnight"
"3142"," ""Holiday Season"" 2002 begins"
"3143"," RE: Java is for kiddies"
"3144"," Re: Another low probability event"
"3145"," Another low probability event"
"3146"," Re: Java is for kiddies"
"3147"," Re: ""Holiday Season"" 2002 begins"
"3148"," Internet saturation (but not in Iceland)"
"3149"," Re: Java is for kiddies"
"3150"," Re: Internet saturation (but not in Iceland)"
"3151"," Re: Rambus, Man"
"3152"," RE: Gasp!"
"3153"," Re: revocation of grlygrl201@"
"3154"," RE: revocation of grlygrl201@"
"3155"," Re: revocation of grlygrl201@"
"3156"," Re: Java is for kiddies"
"3157"," Tech's Major Decline"
"3158"," Re: Java is for kiddies"
"3159"," Re: Java is for kiddies"
"3160"," Re: Java is for kiddies"
"3161"," Er"
"3162"," Re: Java is for kiddies"
"3163"," RE: Java is for kiddies"
"3164"," Re: Java is for kiddies"
"3165"," SChoolHouseRocks DVD"
"3166"," Re: Java is for kiddies"
"3167"," RE: Java is for kiddies"
"3168"," RE: Java is for kiddies"
"3169"," RE: Java is for kiddies"
"3170"," RE: Java is for kiddies"
"3171"," Re: Electric car an Edsel..."
"3172"," Re: CVS report"
"3173"," Re: New Sequences Window"
"3174"," Re: New Sequences Window"
"3175"," Re: CVS report"
"3176"," Re: Insert signature"
"3177"," defaulting to showing plaintext versions of e-mails"
"3178"," Re: defaulting to showing plaintext versions of e-mails"
"3179"," Re: New Sequences Window"
"3180"," Re: Anolther sequence related traceback"
"3181"," latest php upgrade in 7.3"
"3182"," Re: latest php upgrade in 7.3"
"3183"," Re: latest php upgrade in 7.3"
"3184"," hello everybody"
"3185"," Re: Fw: Re: When are we going to get. [making ALSA rpms]"
"3186"," Re: When are we going to get...."
"3187"," Re: Fw: Re: When are we going to get. [making ALSA rpms]"
"3188"," Re: New gkrellm 2.0.0, gtk2 version"
"3189"," Re: New gkrellm 2.0.0, gtk2 version"
"3190"," RE: Re: When are we going to get. [making ALSA rpms]"
"3191"," Re: Electric car an Edsel..."
"3192"," Re: Java is for kiddies"
"3193"," Making a mesh on the move"
"3194"," Re: Electric car an Edsel..."
"3195"," Re: Electric car an Edsel..."
"3196"," Re: Signers weren't angry young men  (was: Java is for kiddies)"
"3197"," Re: no matter where you go"
"3198"," Re: Signers weren't angry young men  (was: Java is for kiddies)"
"3199"," RE: Gasp!"
"3200"," Gasp!"
"3201"," Re: Signers weren't angry young men  (was: Java is for kiddies)"
"3202"," InfoWorld profile of Max Levchin"
"3203"," asynchronous I/O (was Re: Gasp!)"
"3204"," Re: Electric car an Edsel..."
"3205"," Re: asynchronous I/O (was Re: Gasp!)"
"3206"," Re: asynchronous I/O (was Re: Gasp!)"
"3207"," Re: Electric car an Edsel..."
"3208"," Re: Electric car an Edsel..."
"3209"," Re: Electric car an Edsel..."
"3210"," Re: Electric car an Edsel..."
"3211"," Re: Signers weren't angry young men  (was: Java is for kiddies)"
"3212"," EPA Stunned: Diesel Exhaust Can Cause Cancer"
"3213"," Kill Your Gods"
"3214"," Re: Kill Your Gods"
"3215"," CD player UI for toddlers"
"3216"," Re: CD player UI for toddlers"
"3217"," whoa"
"3218"," Ouch..."
"3219"," Re: Gecko adhesion finally sussed."
"3220"," RE: Java is for kiddies"
"3221"," Re: Java is for kiddies"
"3222"," Re: Ouch..."
"3223"," Re[2]: Java is for kiddies"
"3224"," Adam dont job for no one, see."
"3225"," Re: CD player UI for toddlers"
"3226"," Re: Gecko adhesion finally sussed."
"3227"," Re: CD player UI for toddlers"
"3228"," Re: CD player UI for toddlers"
"3229"," Re: CD player UI for toddlers"
"3230"," Re: CD player UI for toddlers"
"3231"," Re: Adam dont job for no one, see."
"3232"," Re: Re[2]: Java is for kiddies"
"3233"," Re: CD player UI for toddlers"
"3234"," Re: Ouch..."
"3235"," RE: Re[2]: Java is for kiddies"
"3236"," Re: Re[2]: Java is for kiddies"
"3237"," Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3238"," Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3239"," EFnet #fork"
"3240"," Re: Ouch... [Bebergflame]"
"3241"," Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3242"," Re: asynchronous I/O (was Re: Gasp!)"
"3243"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3244"," Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3245"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3246"," Re: Electric car an Edsel..."
"3247"," Re: Electric car an Edsel..."
"3248"," Re: Electric car an Edsel..."
"3249"," Re: Electric car an Edsel..."
"3250"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3251"," Selling Wedded Bliss (was Re: Ouch...)"
"3252"," Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3253"," RE: sprint delivers the next big thing??"
"3254"," RE: sprint delivers the next big thing??"
"3255"," RE: sprint delivers the next big thing??"
"3256"," Re: Ouch..."
"3257"," Re: Ouch..."
"3258"," Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3259"," Pitch Dark Bar Opens for Blind Dates"
"3260"," Re: Ouch... [Bebergflame]"
"3261"," RE: sprint delivers the next big thing??"
"3262"," RE: sprint delivers the next big thing??"
"3263"," RE: sprint delivers the next big thing??"
"3264"," Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3265"," Re: sprint delivers the next big thing??"
"3266"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3267"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3268"," SoE at UCSC looking for an experienced IT support person"
"3269"," Recruiting for PAIII-IV Supervisor"
"3270"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3271"," The Needle and the damage done"
"3272"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3273"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3274"," Googlecooking"
"3275"," Hoag's Object"
"3276"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3277"," RE: Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3278"," Google? Not in China"
"3279"," Re: Googlecooking"
"3280"," Re: asynchronous I/O (was Re: Gasp!)"
"3281"," Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3282"," Re: Google? Not in China"
"3283"," RE: Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3284"," Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3285"," Online contents of Electronic Publishing journal"
"3286"," RE: Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3287"," Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3288"," Re: Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3289"," RE: Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3290"," RE: Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3291"," Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3292"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3293"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3294"," RE: Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3295"," RE: Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3296"," Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3297"," RE: Selling Wedded Bliss (was Re: Ouch...)"
"3298"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3299"," RE: Selling Wedded Bliss (was Re: Ouch...)"
"3300"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3301"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3302"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3303"," RE: Selling Wedded Bliss (was Re: Ouch...)"
"3304"," RE: Selling Wedded Bliss (was Re: Ouch...)"
"3305"," RE: Selling Wedded Bliss (was Re: Ouch...)"
"3306"," The Big Jump"
"3307"," Re: The Big Jump"
"3308"," Re: whoa"
"3309"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3310"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3311"," Re: whoa"
"3312"," earthviewer (was Re: whoa}"
"3313"," Re: whoa"
"3314"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3315"," Recommended Viewing"
"3316"," Re: earthviewer (was Re: whoa}"
"3317"," Re: whoa"
"3318"," Re: earthviewer (was Re: whoa}"
"3319"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3320"," earthviewer apps Re: whoa"
"3321"," Re: earthviewer (was Re: whoa}"
"3322"," Re: Recommended Viewing"
"3323"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3324"," RE: Recommended Viewing"
"3325"," Re: Recommended Viewing"
"3326"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3327"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3328"," Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3329"," Re[3]: Selling Wedded Bliss (was Re: Ouch...)"
"3330"," Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3331"," Re: earthviewer apps Re: whoa"
"3332"," Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3333"," Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3334"," Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3335"," Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3336"," Re[3]: Selling Wedded Bliss (was Re: Ouch...)"
"3337"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3338"," Re[2]: Selling Wedded Bliss (was Re: Ouch...)"
"3339"," Re: Re[3]: Selling Wedded Bliss (was Re: Ouch...)"
"3340"," [CYBERIA] [Final CfP]: Int. J. on IT Standards Research"
"3341"," [CYBERIA] [Final CfP]: Int. J. on IT Standards Research"
"3342"," Internet radio - example from a college station"
"3343"," RE: KNC Stream [1:51144:51751]"
"3344"," Re: Re[3]: Selling Wedded Bliss (was Re: Ouch...)"
"3345"," Re: Internet radio - example from a college station"
"3346"," Re: Re[3]: Selling Wedded Bliss (was Re: Ouch...)"
"3347"," RE: The Big Jump"
"3348"," Re: The Big Jump"
"3349"," RE: Recommended Viewing"
"3350"," RE: Recommended Viewing"
"3351"," Re: Recommended Viewing"
"3352"," Re: The Big Jump"
"3353"," Re: The Big Jump"
"3354"," Re: The Big Jump"
"3355"," RE: Recommended Viewing"
"3356"," RE: Recommended Viewing"
"3357"," RE: Recommended Viewing"
"3358"," Re: Recommended Viewing"
"3359"," Re: Recommended Viewing"
"3360"," Re: Recommended Viewing"
"3361"," Re: Recommended Viewing"
"3362"," Re: Recommended Viewing"
"3363"," UAE/Ami*/Linux Laptop:  Important details."
"3364"," Re: The Big Jump"
"3365"," RE: Recommended Viewing"
"3366"," Re: Recommended Viewing"
"3367"," Re: Selling Wedded Bliss (was Re: Ouch...)"
"3368"," Re: Recommended Viewing"
"3369"," Re: Recommended Viewing"
"3370"," Re: Tech's Major Decline"
"3371"," NYTimes.com Article: Some Friends, Indeed, Do More Harm Than Good"
"3372"," More on promiscuity and word choice Re: Selling Wedded Bliss (was"
"3373"," RE: Recommended Viewing"
"3374"," Re: Recommended Viewing"
"3375"," Microsoft Buys XDegrees - Secure Access Company"
"3376"," Microsoft buys XDegress - more of a p2p/distributed data thing..."
"3377"," Re: Microsoft buys XDegress - more of a p2p/distributed data thing..."
"3378"," storage bits"
"3379"," Re: storage bits"
"3380"," Re: Snow"
"3381"," RE: Microsoft buys XDegress - more of a p2p/distributed data thing..."
"3382"," Re: Microsoft buys XDegress - more of a p2p/distributed data"
"3383"," Hanson's Sept 11 message in the National Review"
"3384"," A Living Memorial"
"3385"," Keillor voices up on what to do with the WTC site"
"3386"," Re: storage bits"
"3387"," RE: Hanson's Sept 11 message in the National Review"
"3388"," Hanson's Sept 11 message in the National Review"
"3389"," From salon.com - Forbidden thoughts about 9/11"
"3390"," TheThresher"
"3391"," Since we were on the subject..."
"3392"," Bush blew take two"
"3393"," RE: Bush blew take two"
"3394"," Bush blew take two"
"3395"," FW: Bush blew take two"
"3396"," RE: Bush blew take two"
"3397"," Bush blew take two"
"3398"," Something for the person who has everything"
"3399"," CBS News' interview w/Bush & reconstruction of his peregrinations"
"3400"," dylsexics of the wrold, untie!"
"3401"," Re: dylsexics of the wrold, untie!"
"3402"," Re: dylsexics of the wrold, untie!"
"3403"," Re: dylsexics of the wrold, untie!"
"3404"," Re: dylsexics of the wrold, untie!"
"3405"," Re: dylsexics of the wrold, untie!"
"3406"," RE: dylsexics of the wrold, untie!"
"3407"," Re: From salon.com - Forbidden thoughts about 9/11"
"3408"," plate tectonics update"
"3409"," Re: dylsexics of the wrold, untie!"
"3410"," Re: The Big Jump"
"3411"," Re: The Big Jump"
"3412"," introductions"
"3413"," Slaughter in the Name of God"
"3414"," RE: Slaughter in the Name of God"
"3415"," Re: Hanson's Sept 11 message in the National Review"
"3416"," RE: Slaughter in the Name of God"
"3417"," Re: Slaughter in the Name of God"
"3418"," Re: storage bits"
"3419"," RE: introductions"
"3420"," RE: introductions"
"3421"," RE: Slaughter in the Name of God"
"3422"," Re: Slaughter in the Name of God"
"3423"," RE: Slaughter in the Name of God"
"3424"," <nettime> The War Prayer"
"3425"," <nettime> The War Prayer"
"3426"," Re: storage bits"
"3427"," Re: introductions"
"3428"," introductions"
"3429"," Re: RSA (repost)"
"3430"," Harvest Moon"
"3431"," Re: Slaughter in the Name of God"
"3432"," Re: Slaughter in the Name of God"
"3433"," Re: Hanson's Sept 11 message in the National Review"
"3434"," Re: Slaughter in the Name of God"
"3435"," FW: Wanna buy a nuke?"
"3436"," Re: Hanson's Sept 11 message in the National Review"
"3437"," Re: Slaughter in the Name of God"
"3438"," Re: Slaughter in the Name of God"
"3439"," Re: Hanson's Sept 11 message in the National Review"
"3440"," Re: Slaughter in the Name of God"
"3441"," Re: The Big Jump"
"3442"," RE: Slaughter in the Name of God"
"3443"," RE: Slaughter in the Name of God"
"3444"," Re: Slaughter in the Name of God"
"3445"," Re: Slaughter in the Name of God"
"3446"," boycotting yahoo"
"3447"," Re: storage bits"
"3448"," Re: FWD: Florida Primary 2002: Back to the Future"
"3449"," Re: boycotting yahoo"
"3450"," Defending Unliked Speech Re: Hanson's Sept 11 message in the"
"3451"," Re: RSA (repost)"
"3452"," Re: [VoID] a new low on the personals tip..."
"3453"," Re: boycotting yahoo"
"3454"," Re: Hanson's Sept 11 message in the National Review"
"3455"," Re: boycotting yahoo"
"3456"," Re: boycotting yahoo"
"3457"," Re: [VoID] a new low on the personals tip..."
"3458"," Re: [VoID] a new low on the personals tip..."
"3459"," Re: Defending Unliked Speech"
"3460"," Re: [VoID] a new low on the personals tip..."
"3461"," Re: [VoID] a new low on the personals tip..."
"3462"," Re: boycotting yahoo"
"3463"," Re: [VoID] a new low on the personals tip..."
"3464"," Re: [VoID] a new low on the personals tip..."
"3465"," AA Meetings the Hottest Place to Meet Women With Big Bucks"
"3466"," Re: AA Meetings the Hottest Place to Meet Women With Big Bucks"
"3467"," Re: AA Meetings the Hottest Place to Meet Women With Big Bucks"
"3468"," RE: AA Meetings the Hottest Place to Meet Women With Big Bucks"
"3469"," Re: AA Meetings the Hottest Place to Meet Women With Big Bucks"
"3470"," Re: boycotting yahoo"
"3471"," RE: AA Meetings the Hottest Place to Meet Women With Big Bucks"
"3472"," Re: AA Meetings the Hottest Place to Meet Women With Big Bucks"
"3473"," Re[2]: AA Meetings the Hottest Place to Meet Women With Big Bucks"
"3474"," Re: AA Meetings the Hottest Place to Meet Women With Big Bucks"
"3475"," Re: [VoID] a new low on the personals tip..."
